date,headline,content,url,source,country,primary_agenda,primary_category,political_categories,cultural_categories,political_score,cultural_score
2024-08-13,"Biffen, Babe og Harry Porker på rømmen","– Upppsss! Mine griser som er på tur. Det skreiv minigrisbonde og køntrisongar Rosita Andersen (18) spontant på Facebook søndag. Ho hadde nettopp sett biletet av dei tre små grisane på rømmen på venstre side av Saksumdalsvegen, om lag 200 meter frå heimen på Vingnes ved Lillehammer. Det var lokalavisa GD som først skreiv om minigrisane si miniflukt. – Eg fekk plutseleg ein telefon om at grisane var ute på den vegen her – som går like nedanfor der eg bur, fortel Rosita til VG. – Var det purken som ringde? – Nei, det var telefon frå søstera mi, Vivian. Ho hadde sett biletet av grisane mine i eit innlegg på ei lokalside på Facebook. – Og då rykka du ut for å fange rømlingane? – Nei, eigentleg ikkje. Eg sto på altanen min då eg fekk telefonen. Og akkurat då eg snakka med søstera mi – så såg eg dei tre grisane mine rett utanfor her, svarar Rosita Andersen. Les også: Rømt minigris funnen ved gatekjøken Med andre ord: Dei tre minigrisane Biffen, Babe og Harry Porker (alle 6 md..) hadde snudd og spurta heim like fort som dei hadde rømt. – Ja, for dei er raskare til beins enn ein skulle tru. Men dei såg verkeleg slitne ut etter den spurtinga på asfalten sist søndag, skildrar Rosita Andersen. Ho trudde dei tre halvt år gamle minigrisane oppheldt seg innanfor gjerdet sitt. Men der tok ho feil. – Eg har prøvd å ha dei i band, men dei har så kraftig nakke at båndet berre dett av. No får eg vurdere bjelle og refleks, seier Rosita med glimt i auget. Ho er elev på Create privatskule på Lillehammer, og elskar å synge køntrilåtar når ho ikkje heng med grisetrioen eller går på skulen. Ho har mellom anna samarbeida med ein låtskrivar frå den kjende gruppa «Staut» – og ligg på Spotyfy med ei låt. – Vurdert å skrive minigrisane inn i ei låt? – Ja, det har eg faktisk tenkt på. Elskar dyra mine her. Dei fortener å bli med i ei låt, flirer Rosita. Mange har fleipa med at minigrisane sikkert flykta frå å bli svineribbe og julesylte. Minigriseigaren gjer det klart at det er fullstendig uaktue",https://www.vg.no/nyheter/i/MnxgXB/biffen-babe-og-harry-porker-paa-roemmen,vg,norway,cultural,arts,,arts,0,1
2024-08-04,Rapporterte fra grusomhetene i Sudan – forsvant da byen falt,"NRK advarer om sterke bilder i denne saken. Få journalister har kunnet rapportere om grusomhetene som har utspilt seg i byen Al Fashir i Sudan de siste 18 månedene. Under RSF-militsens kvelende beleiring av byen, har journalister blitt forfulgt. All filming og fotografering har vært forbudt. Muammar Ibrahim trosset sult, kuler og droner, og rapporterte likevel. Han skalket vinduene, ladet laptopen med solcellepanel, og fortalte om byens skjebne via satellitt-signal. Det har vært borgerkrig i Sudan siden 2023. Der kjemper først og fremst to styrker mot hverandre: De to styrkene jobbet sammen i flere år. Men de røk uklare med hverandre i 2023 på grunn av press om å slå seg sammen. Siden har de kjempet mot hverandre for å få kontroll over Sudan. Både regjeringshæren og RSF kontrollerer store ressurser som de ikke er villige til å gi opp, blant annet gull. RSF kontrollerer store deler av Vest-Sudan, blant annet Darfur-regionen. SAF kontrollerer mange områder i øst, inkludert mesteparten av hovedstaden Khartoum. Konflikten blir kalt «verdens største sultkatastrofe». 24 millioner mennesker lider av sult i landet, ifølge Leger uten grenser. 12 millioner mennesker har flyktet fra hjemmene sine. Omkring 150.000 mennesker er trolig drept. Konflikten er komplisert og har røtter tilbake til borgerkrigen som herjet fra 1983 til 2005. Da NRK intervjuet ham i august, var han tydelig: – Jeg må være stemmen deres ut i verden. Dette er sivile som ikke har noe med krigen å gjøre, men som er i livsfare. Livene deres må bli tatt på alvor. Men etter at RSF tok full kontroll over byen forrige uke, har det vært stille fra Ibrahim. Det siste vi har sett av ham, er en video som ble publisert på X den 26. oktober. Den viser RSF-krigere filme seg selv i nattemørket, der de står rundt en høy mann i hvit skjorte. Teltleiren i Tawila, hvor tusenvis har flyktet. Mange har forsvunnet på veien. – Jeg er journalisten Muammar Ibrahim fra Al Fashir, sier mannen, og bekrefter at han ble pågrepet mens ha",https://www.nrk.no/urix/sudan_-titusenvis-er-savnet-etter-rsf-massakrer-1.17637547,nrk,norway,cultural,arts,elections,arts,1,2
2024-07-25,Vær og uvær i Innlandet,"Anslaget etter ekstremværet Hans er oppjustert til 3,1 milliarder kroner og er dermed det mest kostbare ekstremværet registrert hos Naturskadepoolen. Kostnaden gjelder skader på infrastruktur, bygninger og innbo etter naturskadeforsikringsloven. Skader på blant annet biler og båter kommer i tillegg til naturskadetallene. Gudbrandsdalen, Valdres og Hallingdal ble særlig hardt rammet.",https://www.nrk.no/innlandet/vaer-og-uvaer-i-innlandet-1.14682699,nrk,norway,political,elections,elections,,1,0
2024-07-10,Jonathan Bailey kåret til verdens mest sexy mann,"Den engelske skuespilleren (37) går til topps i People-kåring. Jonathan Bailey er kåret til årets «Sexiest Man Alive» av det amerikanske magasinet People. Den 37 år gamle engelske skuespilleren er kjent fra Netflix-serien «Bridgerton» og den nylige filmhiten «Wicked». – Det er en stor ære. Jeg er utrolig smigret. Og det er helt absurd, sier Bailey til People. Skuespilleren, som spilte Lord Anthony i «Bridgerton», har holdt nyheten hemmelig fram til nå. – Jeg har ikke fortalt det til noen. Hvordan staver man ... taushetserklæring? spøker han. Bailey vokste opp på landsbygda i Oxfordshire med tre eldre søstre. Han visste han ville bli skuespiller da han var fem år gammel, etter å ha sett en forestilling av «Oliver!» med bestemoren sin. I de siste fem årene har karrieren skutt fart. Foruten «Bridgerton» fikk han Emmy-nominasjon for rollen i Showtime-serien «Fellow Travelers». I år hadde han kinodebut som prins Fiyero i «Wicked», og kommer snart i «Jurassic World: Rebirth». – Du kommer til et punkt hvor du ser tilbake og tenker «Wow», men du tror aldri at det er dit du er på vei, sier Bailey. Skuespilleren, som er åpent homofil, startet i 2024 veldedighetsorganisasjonen The Shameless Fund som støtter LHBTQ+-organisasjoner. – Jeg tror mange av vennene mine blir rasende over at jeg ikke har fortalt dem det. Og så kommer de til å hyle av glede, sier han om reaksjonen på tittelen. Informasjon om AI i VG-artikler",https://www.vg.no/rampelys/i/JbPon6/jonathan-bailey-kaaret-til-verdens-mest-sexy-mann,vg,norway,cultural,arts,,arts,0,2
2024-07-06,Hitlistetrøbbel for Sigrid i Storbritannia,"Artisten skriver at hennes nye album er en Topp 10-selger. Selskapet som lager salgslisten er ikke enige. Sigrid Solbakk Raabe (29) har nytt stor suksess på De britiske øyene siden 2018. Der er hun fortsatt populær – men det virker uklart akkurat hvor populær, akkurat nå. For halvannen uke siden ga hun ut sin tredje plate, «There’s Always More That I Could Say», med høy promoteringsaktivitet i Storbritannia. Sist fredag publiserte Official Charts Company (OCC) sine ukentlige salgslister for musikk, som er de offisielle britiske sådanne. På albumlisten fikk Sigrid 12. plass. Et strålende resultat for de fleste norske artister, også for mange internasjonale, men Sigrid har en viss historikk å forsvare: Ingen norske artister har toppet den britiske albumlisten. Selv a-ha måtte nøye seg med annenplass for alle sine tre plater fra siste halvdel av åttitallet, da trioen var enorme i Storbritannia. – Du vil se det nye albumet mitt på #12 på de britiske listene, men på grunn av et dataproblem hos forhandler ble noen eksemplarer utelatt før listene ble gjort offisielle, skriver Sigrid tirsdag, både på Instagram, X og Facebook. – Det er kult å vite at mitt tredje album faktisk debuterte på #10, presset inn mellom heltene mine Fleetwood Mac og Oasis – noe som gjør det til min tredje topp ti-plate på rad! VG har vært i kontakt med Official Charts Company. De avviser at «There’s Always More That I Could Say» er et Topp 10-album. De opplyser videre at listen ikke vil bli endret, og at Sigrids offisielle plassering forblir #12. VG har bedt Sigrids plateselskap Petroleum og management Made om kommentar. Storbritannia er verdens tredje største musikkmarked, etter USA og Japan, foran Tyskland og Kina. Britene er opptatt av listeplasseringer; Official Charts Company publiserer hver mandag sak om hvordan de heteste artistenes aktuelle utgivelser ligger an til de offisielle listene påfølgende fredag. Forrige uke skrev de at Sigrids tredje album lå an til Topp 10-plassering – en 7. plass",https://www.vg.no/rampelys/i/o3J6la/hitlistetroebbel-for-sigrid-i-storbritannia,vg,norway,political,foreign_policy,"foreign_policy,defense",arts,2,1
2024-06-26,Kaia Gerber og Homer Gere jobber sammen – 30 år etter foreldrenes skilsmisse,"Kaia Gerber (24) og Homer Gere (25) spiller i ny TV-serie sammen. 30 år etter at supermodellen Cindy Crawford (59) og Hollywood-skuespiller Richard Gere (76) skilte seg, jobber barna deres sammen i en ny TV-serie. Kaia Gerber og Homer Gere er observert under innspilling av Ryan Murphys kommende serie «The Shards» i Los Angeles 29. oktober, melder E! Online. People omtaler også saken. TV-serien er basert på Bret Easton Ellis' grøsser-roman fra 2023 og handler om en gruppe venner på videregående skool i 1981. Handlingen utspiller seg i Los Angeles i 1981, hvor en seriemorder begynner å drepe tenåringer i byen. Kaia, som er datter av Cindy Crawford og ektemannen Rande Gerber (63), var angivelig stylet som en ekte 80-tallstenåring i rødt antrekk og krøllete hår. Homer, som er sønn av Richard Gere og hans ekskone Carey Lowell (64), skal ha vært elegant kledd i svart dress og solbriller. Vil du se en god fim i kveld? Sjekk VGs guide til streaming, Saga E! Online skriver at de to var slående like foreldrene sine, som møttes gjennom venner i 1988 og giftet seg i Las Vegas i 1991. Crawford og Gere var gift i fire år – frem til 1995, men fikk ingen barn sammen Supermodellen Crawford og «Pretty Woman»-skuespiller Gere ble kåret til «Sexiest Couple Alive» av People i 1993, men lykken varte altså ikke. Cindy har senere reflektert over hvordan aldersforskjellen bidro til at ekteskapet tok slutt. – Mye av det som skjedde med Richard og meg, skyldes at jeg fortsatt var 22 år, uttalte hun i et intervju i 2013. – På den tiden holdt jeg fortsatt på å finne ut hvem jeg var. Han var allerede 37, så på en måte visste han at jeg fortsatt vokste og forandret meg. Cindy Crawford var Richard Geres første kone. Han er nå gift for tredje gang – med Alejandra Silva (42). Crawford giftet seg med entreprenøren Rande Gerber tre år etter bruddet med Gere. De er fortsatt gift. Husker du da Richard Gere vakte oppstandelse med dette stuntet? Se VGTV: Informasjon om AI i VG-artikler",https://www.vg.no/rampelys/i/1MQnVJ/cindy-crawfords-datter-og-richard-geres-soenn-er-kolleger-30-aar-etter-foreldrenes-skilsmisse,vg,norway,cultural,arts,,arts,0,1
2024-06-22,Eit lite opprør,"Sidan Sigrid Solbakk Raabe (29) si låt «Don’t Kill My Vibe» (2017) sette rakettfart på karrieren til sunnmøringen, har ho vore kjend for eksplosiv, fengjande og hudlaus pop, anten det er av typen elektro eller synt. Då førre album «How to Let Go» kom i 2022, var det ein ganske rett fram type popalbum. Låtar som «Mirror» sklei rett inn i mengda i Sigrids låtkatalog. Åpen Sigrid: – Helt jævlig «How to Let Go»var eit steg vidare frå debutalbumet «Sucker Punch» (2019), med låtar for større scener, halde fram med Sigrids stemme og «hooks» som fekk ein på kroken. «Fjellstøtt på eigne bein», skreiv NRKs meldar om plata. Det er nesten så Sigrid hadde formelen for oppløftande pop rissa inn i hendene sine. Når 29-åringen no gjev ut sitt tredje album, «There’s Always More That I Could Say», seier artisten sjølv at det ikkje handlar om perfeksjon, men blant anna å la låtane puste. Ifølgje innsalet til plata er det eit break-up-album – ved uhell. Gjennom ti låtar blir kjærleik som raknar, skildra– ikkje kronologisk – men frå start til slutt. Samstundes skal plata vera «gøy». Gleda er umogleg å unngå, men kva med pusten? På «There’s Always More That I Could Say» får me blant anna den framifrå «Jellyfish». I låta kviler scandipop lik den A-ha-prega Harry Styles-låta «As it Was», samstundes som låta flettar det inn i indierockens skarptrommer og ein fornøyeleg bass. «Jellyfish» er ein svermerisk er ein svermerisk draum av ein indiepop-låt. (Sjå for deg Peter Bjørn and John sin «Young Folks» møter Saint Etiennes «Glad») Denne låten finst det ikkje liknande utfordrar til i Sigrids låtkatalog. På plata er Askjell Solstrand tilbake i miksen («Sight of You», «The Hype»), som produsent på alle, og som multiinstrumentalist. Saman gir dei Sigrids palett fleire fargar. Sigrid på Øyafestivalen 2023. Andresingelen «Fort Knox» utfordrar også Sigrids pop-formel. I den meir uventa oppbygginga si er låta noko av det mest humørsjuke og spenningsfylte ho har gitt ut. Stemma som alltid høyrest ut so",https://www.nrk.no/p3/musikkanmeldelser/anmeldelse_-_there_s-always-more-that-i-could-say_-av-sigrid-1.17556728,nrk,norway,cultural,arts,elections,"arts,youth_culture",2,3
2024-06-05,Slik kommer Norge til VM,"Ståle Solbakkens menn er på full fart mot det første mesterskapet med norsk deltagelse siden EM i år 2000. Nå gjenstår bare én hjemmekamp mot Estland før VM-kvaliken rundes av med bortekamp i Milano på San Siro mot Italia. Norge har to muligheter. Den første muligheten er å vinne kvalifiseringsgruppen, som man er på god vei mot å klare. Landet som vinner gruppa går direkte til VM. Den andre muligheten er gjennom playoff. Norge er langt på vei sikret en plass gjennom Nasjonsligaen og kan også komme til playoff ved å bli nummer to i gruppa. Norge har imponert stort i VM-kvalifiseringen og står med full pott etter seks kamper. Dermed topper Norge gruppa med 18 poeng. Det er bare Italia som kan ta igjen Norge. De ligger tre poeng bak Norge med like mange kamper spilt. Norge har også 16 plussmål og 11 scorede mål mer enn Italia, som kan bli avgjørende ved eventuell poenglikhet. Norges neste kamp i VM-kvalifiseringen er hjemme mot Estland 13. november. Kampen er utsolgt. Kvalifiseringsgruppen avsluttes 16. november. Da skal Norge spille borte mot Italia, på San Siro i Milano – i et oppgjør som kan gå inn i historiebøkene. Norge og Italia kan for eksempel begge ende på 21 poeng hvis Norge vinner mot Estland, men taper borte mot Italia, mens Italia vinner mot Moldova og Norge. Hvis to land ender på like mange poeng, så er det i første omgang målforskjellen som vil være avgjørende, fulgt av flest scorede mål. Hvis det er likt på både målforskjell og antall scorede mål, er det innbyrdes oppgjør som blir avgjørende. Italia må i så fall slå Norge 3–0 for å utligne Norges fordel på innbyrdes oppgjør og vinne med fire mål eller mer for å gå forbi. Se hele tabellen nederst i denne saken. Det er 16 land som kommer til den andre runden i den europeiske VM-kvalifiseringen. Det er de tolv gruppetoerne i VM-kvalifiseringen og de fire beste gruppevinnerne fra Nasjonsligaen i fjor (eller best rangerte lag utenom hvis det er mindre enn fire gruppevinnere som ender utenfor topp to i kvalif",https://www.nrk.no/sport/dette-kan-avgjore_-slik-kommer-norge-til-vm-i-2026-1.17563762,nrk,norway,political,elections,"elections,foreign_policy",arts,2,1
2024-06-04,Forlater Spotify: Forsøker å få med flere artister,"– Spotify er den mest utrivelige plattformen å streame musikk på, mener Martin Langlie, trommeslager i den populære folkerockgruppa Valkyrien Allstars. Det er tre grunner til at de forlater verdens største plattform for strømming av musikk: Langlie har forhørt seg med nesten 200 band- og artistkolleger, om de vil være med på å forlate plattformen. Trommeslager i Valkyrien Allstars, Martin Langlie, har forhørt seg med en rekke band- og artistkolleger, om de ønsker å være med på å forlate Spotify. Imidlertid er det ikke alle som har tro på en slik aksjon. – De store artistene viser liten vilje til å være med på boikott og det er de man må få med om det skal ha noen effekt, sier kulturredaktør i dagsavisen Minerva, Aurora Mykkeltveit. Nylig har boikottkampanjen «Death to Spotify», eller «død over Spotify», fått bred støtte internasjonalt. Flere internasjonalt kjente artister og band har trukket seg fra plattformen av de samme grunnene som Valkyrien Allstars. Svenske Daniel Ek er eier i Spotify og har blant annet fått kritikk for å investere over 600 millioner euro i det tyske våpenproduksjonsselskapet Helsing. Mykkeltveit i Minerva syntes ikke argumentene mot investeringer i våpenindustri og KI er gode nok, og mener moralske standpunkter bør holdes utenfor kunsten. – Det gir kunsten en form for renhetsideal, som jeg mener den ikke bør ha. Kulturredaktør i dagsavisen Minerva, Aurora Mykkeltveit, har ikke tro på boikottkampanjen mot Spotify. – Er det ikke positivt at artister tar et oppgjør med dominerende markedsaktører? – Jo, men da må det være på det riktige grunnlaget, mener Mykkeltveit. Langlie i Valkyrien sier det handler om å ta et personlig valg for å føle det godt med seg selv, heller enn en aksjon. – Jeg bryr meg ikke om hvilke artister som er på Spotify eller ikke, men om andre føler at plattformen er kjip, så håper jeg de gjør noe med det, sier han. Det er estimert at så mange som 1 av 12 personer i hele verden bruker Spotify, viser tall fra plattformen selv.",https://www.nrk.no/kultur/valkyrien-allstars-ut-av-spotify_-forsoker-a-fa-med-flere-artister-pa-boikott-1.17619553,nrk,norway,cultural,arts,"elections,foreign_policy","cultural_identity,arts",3,3
2024-05-23,Ny klimarapport: Norge må kutte utslipp raskere,En ny rapport fra Miljødirektoratet viser at Norge må øke takten i utslippskutt betydelig for å nå klimamålene for 2030. Rapporten peker på flere sektorer som må bidra mer...,https://example.no/klima/ny-rapport-utslippskutt,news,norway,unclassified,,,,0,0
2024-05-19,Ryddet over fem tonn plast i Norges mest forsøplede elv,"– Det var som en postapokalyptisk skrekkfilm. Det hang plast i trærne opptil tre meter over bakken. Det var fryktelig ille. Slik beskriver sikkerhets- og dykkeransvarlig i Plastpiratene, Dag Reynolds befaringen av elva før ryddeprosjektet. Siden vannstanden i elva går opp og ned hadde plast festet seg til greiner og buskas over elva, forklarer plastpiraten. I fjor sommer kom den nedslående nyheter om Lirelva. Den ble tildelt den lugubre tittelen Norges mest plastforsøplede elv. 84 elver i Norge ble undersøkt for plast av forskere fra Norce (Norwegian Research Centre). I Lierelva var det i gjennomsnitt én meter plast per meter elv. Ifølge Reynolds er kåringen det beste som har skjedd elva på lang tid. – For da skjønte alle alvoret, sier han. Nå har kommunen og rundt 220 frivillige deltatt på 18 ryddeaksjoner siden påske og ryddet elva for over 5 tonn med plast. Selv om plastpiraten skryter av liungenes bidrag når årets siste ryddeaksjon er unnagjort, forteller han også at det ikke var lett å engasjere folk i starten. På den første runden møtte ordføreren i Lier opp for å mane frem dugnadsånden i folket. Men utenom det var ikke oppmøtet så stort som de hadde håpet. Dag Reynolds i Plastpiratene klarer ikke å holde seg under kommunens takketale til de frivillige. Han har fått øye på en plastbit i sivet. – Vi var ikke så høye i hatten da det dukket opp én person, sier Reynolds. Men etter hvert kunne han kjenne at dugnadsånden hadde vokst. Han forklarer at de hadde satt opp depoter der de kunne samle avfallet de fant. Etter hvert dukket det opp andre poser med plast, uten den samme merkingen som plastpiratene brukte. – Det betyr jo at folk på eget initiativ har tatt med seg sekker og satt dem der hvor vi har våre depoter. Da skjønte vi at vi var på full fart i riktig retning, sier plastpiraten. Og underveis i ryddejobben kom de over mye rart som hadde havnet i elva. Se bildene av det de fant: Det kan se ut som steinblokker, men det er isopor som var dagens fangst. Rester ",https://www.nrk.no/buskerud/frivillige-i-lier-har-ryddet-fem-tonn-plast-i-norges-mest-forsoplede-elv_-_-et-evigvarende-prosjekt-1.17638665,nrk,norway,cultural,arts,,arts,0,2
2024-05-18,nå: Gyökeres-erstatteren herjet mot Slavia Praha,"I fraværet av Viktor Gyökeres (27) sto hans spanske erstatter frem. Super-reserve Mikel Merino (29) var tilbake i spissrollen mot Slavia Praha - en rolle han tidvis bekledde også under skadeproblemene forrige sesong. Grunnen er skaden til Viktor Gyökeres. Svensken gikk ut med skade til pause mot Burnley forrige helg. Men i Tsjekkia ble det fulltreff for hans spanske erstatter. Men først leverte Arsenal en svak halvtime frem til gjestene fikk straffespark etter en hands fra Lukas Provod. Bukayo Saka var sikker fra elleve meter og sendte «The Gunners» i ledelsen. Etter hvilen handlet det meste derimot om den spanske vikar-spissen. Leandro Trossard slo inn fra venstre - inne foran mål dukket Merino opp og doblet ledelsen for gjestene. Gyökeres scoret mot Burnley før han måtte av med skade: Arsenal dominerte den andre omgangen - og en halvtime før slutt var den normalt så arbeidssomme midtbanespilleren frempå på ny. Rice prikket en langpasning inn i feltet - Slavia Prahas sisteskanse gikk i duellen, men bommet fullstendig - og Mikel Merino stusset inn sin andre for kvelden. Like før tirsdagens kamp skrev The Athletic at spissen trolig er ute til etter landslagspausen, og at kampen mot Tottenham i slutten av november trolig blir returen til svensken - det betyr at Mikel Merino kan få sjansen på ny som midtspiss mot Sunderland til uken. Informasjon om AI i VG-artikler",https://www.vg.no/sport/i/VzO1y6/gyokeres-erstatteren-scoret-to-mot-slavia-praha-i-champions-league,vg,norway,cultural,arts,,arts,0,1
2024-05-10,Dronningskolen,"Prinsesse Ingrid Alexandra studerer marxistiske teorier. Feminisme. Og postkolonialisme! Er fra Nordmøre, bor i Surnadal. Pendler til Oslo. Skriver om alt fra norsk politikk til kjønn, kongehus, energi, sosiale medier og krim. Om ikke lenge er det sommerferie for australske studenter. Jul er sommer «down under». Arveprinsesse Ingrid Alexandra kommer hjem til en lang ferie, ski og familie. Men hva har hun med seg av friske ideer og analyser i kofferten? I et intervju med VG og NRK åpner prinsessen litt opp om sin nye tilværelse. Hun tar en bachelorgrad i samfunnsfag, har Slottet tidligere opplyst. Det er snakk om et treårig program med fordypning i internasjonale relasjoner og politisk økonomi. Til NRK fortalte prinsesse Ingrid Alexandra hva hun studerer nå: klassiske teorier som liberalisme og realisme. – Så går det over i litt mer kritiske teorier: marxisme, postkolonialisme, feminisme. Så bruker man etter hvert de teoriene til å analysere ting som skjer i verden. Og det er jo det jeg synes er veldig spennende, sa prinsessen. Hørte noen kammerherrenskammerherrensEn adelig hoffmann som bistår kongen i private og seremonielle sammenhenger. gisp? For hva skjer når hun bruker de teoriene til å analysere verden? Kommer prinsessen hjem og vil styrte hele monarkiet? Blir det antikapitalisme og ginikoeffisienterginikoeffisienterGinikoeffisienten måler ulikhet i inntekt eller formue i et samfunn. Den går fra 0 til 1, der 0 betyr full likhet (alle har like mye) og 1 betyr full ulikhet mellom lutefisk og lefse på Kongsseteren? Hjemme sitter kanskje hoffet og håper hun leser både Edmund Burke og Adam Smith, mens det egentlig er Marx, Polanyi og Judith Butler som fyller Mac-en. Det var ikke bare koldjomfruenkoldjomfruenKoldjomfru er en tradisjonell kjøkkenstilling ved hoff og hoteller, ansvarlig for kalde retter som smørbrød, salater og desserter. som måtte frem med luktesaltet. I sosiale medier har flere reagert på det hun fortalte til NRK. For det høres jo veldig ... woke ut?",https://www.vg.no/nyheter/i/mP7g04/prinsesse-ingrid-alexandra-studerer-marxistiske-teorier,vg,norway,cultural,youth_culture,economy,youth_culture,1,1
2024-05-03,Julemusikken i gang sju uker før: – Når julaften kommer så er vi lei,"Det er bare begynnelsen av november, men fra høyttalerne i butikker og på radio strømmer julemusikken. Noen får umiddelbar julestemning, mens andre kjenner irritasjonen stige. Ole Urke Heen er en av de som mener det er altfor tidlig med julemusikk nå. Han tror han hadde mistet julestemningen før jula i det hele tatt rekker å begynne. – Når julaften kommer så er vi lei, sier han. Urke kunne gjerne tenkt seg at butikkene ventet litt med å spille julemusikk. Eva Bogdanoff er enig med Heen. Hun liker ikke at butikker spiller julemusikk og pynter allerede. – Vel tidlig. Jeg skulle ønske det var litt mer rundt første advent. Bogdanoff mener at selv om hun hører julemusikk rundt om allerede nå, så blir hun ikke lei av det. Cathrine Hellandsvik står omringet av julepynt og juletrær, og har fått i oppgave å pynte Kremmergaarden kjøpesenter i Ålesund. Hun er veldig positiv til å starte med juleforberedelsene nå. – Vi må begynne å forberede oss nå for å få litt glede i mørketida. Hun blir ikke lei av julemusikken og mener at med en gang halloween er ferdig, da er det jul. Hellandsvik mener jula starter når halloween er over. Musikkterapeut og førsteamanuensis på NTNU, Katarina Lindblad, sier det er helt naturlig at julemusikk vekker sterke reaksjoner. Hun tror at irritasjonen rundt tidlig julemusikk kommer av negative følelser om at musikken er på feil plass og til feil tid. – Det mister litt av det magiske når man får det for ofte. Lindblad forklarer at musikk vekker minner og har en sterk innflytelse på oss. – Den hører til ritualet å feire jul. Og det ritualet mister helt sin mening om det brytes sønder, om man bare plukker ut én del. Det fins liksom ingen ritual igjen. Og ritualer er det viktige for oss. Lindblad mener likevel at det ikke finnes et «riktig» tidspunkt å starte på. Hun mener at vi trenger vakker musikk nå i mørketiden, og at julemusikk kan være lyset for noen. – Vi bør lytte mye til musikk når det er litt mørkt, og når verden også er litt mørkt rundt oss. De",https://www.nrk.no/mr/er-det-for-tidlig-med-julemusikk-i-november_-1.17637750,nrk,norway,cultural,arts,foreign_policy,arts,1,1
2024-04-29,Fortvilar over arkeologiske funn: – Alt stoppar opp,"I kystkommunen Bremanger på Vestlandet er det i nær alle krikar og krokar spor etter menneska som levde her for fleire tusen år sidan. Når funn blir gjort av arkeologar i forkant av utbyggingsplanar, kan resultatet verte varig vern av området, eller så blir det etter kvart frigitt. Uansett utfall, forseinkar funna utbyggingsplanane. I Bremanger veks frustrasjonen. Det siste tilfellet som har sett sinna i kok: Ein ny, lenge etterlyst miljøstasjon. Fylkesarkeologane varsla kommunen tidleg om at det ville vere kulturminne i jorda. Politikarane gjekk likevel vidare i prosessen. Arkeologane seier dei tidleg varsla Bremanger kommunen om at det ville vere kulturminne ved Skatestraumen. Her frå registreringsarbeidet tidlegare i sommar, der Ragnhild Egeland Torp er i sving. No har arkeologane gjort eit «omfattande funn» med fleire tusen år gamle gjenstandar. Dei har varsla at dei vil sette foten ned om politikarane går vidare med planane. Det var Firdaposten som skreiv om saka først. Arkeologane har gjort «omfattande funn» ved Skatestraumen, fortel arkeolog Lars Jølle Berge. Dei har mellom anna i funne store mengder pilspissar, økser, og knivar. – Aktivitetane som har gått føre seg i området, er dokumentert til 5400 f.Kr. til 3500 f.kr, fortel Bjerge. Den største steinen på bildet blei truleg nytta til sliping av reiskap. Lokalpolitikar Magne Kjerpeset i Bremanger synest det er stas med funna, men fortvilar over konsekvensane: – Vi kan ikkje leve i ein bonderomantikk. Alt stoppar opp, og vi blir bundne på hender og føter. Ei rekkje andre politikarar stemmer i. – Mange synest det er fortvilande at vi ikkje får til noko som helst fordi det blir funne pilspissar og andre kulturminne. Vi kan ikkje bandlegge området i all æve seier Kjerpeset. Formannskapet i kommunen etterlyser no eit smidigare regelverk. Dei vil ta vare på kulturminna, til dømes i eit visningssenter eller i eit museum, og på den måten få nytta tomta. Bremanger-ordførar Anne Kristin Førde seier ho saknar eit over",https://www.nrk.no/vestland/arkeologiske-funn-kan-stoppar-miljostasjon-og-fleire-industriprosjekt-i-bremanger-1.17552084,nrk,norway,cultural,cultural_identity,"elections,foreign_policy","cultural_identity,arts",2,2
2024-04-12,Ine Marie Eriksen Søreide,,https://www.vg.no/tag/ine-marie-eriksen-soereide,VG,norway,unclassified,,,,0,0
