date,headline,content,url,source,country,worldview_score
2025-07-16,Debatindlæg,"Her kan du læse mere om vores debatindlæg, og det du skal vide, før du indsender et. Vores debatunivers er kendetegnet ved pluralisme. Vi ønsker ikke kun at bringe synspunkter, som harmonerer med lederens liberale udgangspunkt. Alle holdninger, som kan udtrykkes inden for straffelovens og presseetikkens rammer, er velkomne. Vi opfordrer alle uanset køn, alder, uddannelsesbaggrund, etnicitet, bopæl og politisk ståsted til at skrive debatindlæg og kronikker, da vores mission er at have et debatunivers, som er et anti-ekkokammer. Du sender indlægget til os via denne side: jp.dk/senddebat. Debatindhold indeholder holdninger. Men fakta skal være i orden. Henviser du til tal, undersøgelser, udsagn m.m., bedes du lave hyperlink til den kilde, der refereres fra. Det giver både redaktionen og læserne mulighed for at tjekke fremsatte påstande. Vi bringer indlæg i følgende længder: - Vi forbeholder os ret til at forkorte og redigere dit indlæg. - Vi modtager hver dag flere indlæg, end vi har plads til på debatsiderne i papiravisen og tid til at udgive på jp.dk, men forsøger naturligvis at udgive så mange som muligt. - Alle debattører vil senest efter 10 dage få besked om, hvorvidt indlægget bliver bragt eller ej. - Jyllands-Posten honorerer ikke kronikker og debatindlæg, der er indsendt uopfordret. - Du er meget velkommen til at dele linket til dit indlæg på de sociale medier. Vi takker for din interesse for at deltage i den vigtige demokratiske samfundsdebat. Vi ser frem til at læse dit indlæg.",https://jyllands-posten.dk/om/ECE16273074/debatindlaeg,Jyllands-Posten,denmark,2
2025-06-25,Jyllands-Postens redaktionelle grundpiller,"Her får du et overblik over Jyllands-Postens etiske retningslinjer. Indholdsfortegnelse Ytringsfrihed og trykkefrihed er grundelementerne i et demokrati. En fri og uafhængig presse er blandt de vigtigste institutioner i demokratiske samfund. Som samfundsinstitution varetager pressen vigtige opgaver ved formidling af information, debat og samfundskritik. Pressen har derfor et specielt ansvar for, at alle relevante synspunkter kommer til udtryk. Pressen skal værne om ytringsfriheden og trykkefriheden. Den kan ikke give efter for nogen, som vil hindre fri informationsformidling, fri adgang til kilden og åben debat om ethvert spørgsmål af samfundsmæssig betydning. Det er pressens ret og pligt at informere om det, der sker i samfundet og afdække kritisable forhold. Det er pressens opgave at beskytte enkeltmennesker mod overgreb eller forsømmelser fra offentlige myndigheder og institutioner, private foretagender eller andre. Jyllands-Posten er uafhængig af politiske, organisatoriske og økonomiske interesser. Jyllands-Posten udgives ikke primært for at tjene penge. Redaktionelt er målet gennem saglig og fair information at gøre Jyllands-Posten til et demokratisk redskab for en voksende del af den danske befolkning. Jyllands-Posten redigeres ud fra journalistiske og ikke ideologiske kriterier. Avisens holdninger kommer til udtryk i dagens leder. Jyllands-Postens journalistik skal bæres af tilstræbt objektivitet. Journalistik drejer sig om at viderebringe den bedst opnåelige version af sandheden. Det er journalistikkens opgave at udfordre læserne – ikke blot at behage og give dem, hvad de siger, de vil have. Journalistik forpligter til at søge alle oplysninger og til at holde sig kritisk over for alle – høj som lav. Jyllands-Postens ansvarshavende chefredaktør har det personlige og fulde ansvar for avisens indhold og skal fremme en saglig og fri informations- og opinionsformidling. Den enkelte redaktion og den enkelte medarbejder må værne om sin integritet for at kunne optræ",https://jyllands-posten.dk/om/ECE16624642/jyllandspostens-redaktionelle-grundpiller,Jyllands-Posten,denmark,2
2025-06-18,København bliver knald eller fald for Mette Frederiksen,"30. oktober 2025 Kommunalvalgkampen er i gang, og i København ser det mere og mere dystert ud for Socialdemokratiet. Det kan blive et gigantisk nederlag ikke bare for overborgmesterkandidat Pernille Rosenkrantz-Theil, men også for statsminister Mette Frederiksen. Politisk journalist Cathrine Bloch og politisk analytiker Niels Th. Dahl ser også på sidste uges forlig om finansloven. Hvad fik Konservative egentlig ud af at lave rav i den borgerlige lejr? Og hvad ligger der under Socialdemokratiets manøvre? En valgplakat om zionisme og et udsagn om homoseksuelle har givet stormvejr om flere kandidater i kommunalvalgkampen. Sagen er, at ord ikke altid kun betyder det, man tror, de gør. Det kræver en større sprognørdet forklaring. Ugens tæppe går til en politiker, der har leveret en grussti på Sydsjælland. Værter: Cathrine Bloch og Niels Th. Dahl Redaktør: Jacob Grosen Klip og produktion: Kasper Risgaard For at vise dette indhold fra Omny Studio skal vi bruge dit samtykke til at anvende cookies. Det giver du ved at klikke på knappen nedenfor og derefter vælge “Tillad alle”. Du kan også gå videre til Omny Studio.",https://jyllands-posten.dk/podcast/undergulvtaeppet/ECE18685695/koebenhavn-bliver-knald-eller-fald-for-mette-frederiksen/?fp-exp=60760003&fp-alg=607600031,Jyllands-Posten,denmark,2
2025-05-27,Forhandlinger om global klimaskat udskydes til i morgen,"USA har lykkedes med at forhale forhandlinger i London om verdens første globale klimaskat for søfarten. Historiske forhandlinger - om verdens første globale klimaskat for søfarten - er torsdag sat på pause i London. Det var ellers planen, at en vigtig afstemning skulle finde ved et møde under FN's søfartsorganisation sted lørdag. Det skulle afgøre, hvordan klimaskatten skal vedtages. USA, som er imod klimaskatten, har foreslået en model, hvor en eventuel klimaskat efterfølgende skal godkendes i 72 lande. Det er en proces, som vil kunne trække processen ud. Derfor er EU imod. Samtidig foreslog De Forenede Arabiske Emirater, med opbakning fra USA, at EU skal trække deres klimaskat på international søfart tilbage, før FN vedtager en global klimaskat. Miljøorganisationen Transport & Environment kritiserer det forslag, fordi EU's beskatning er hårdere end den, FN har på bordet. Men intet af det kom til afstemning torsdag. Dermed trækker forhandlingerne ud, og de skal senest blive enige fredag. USA har forud for mødet truet lande med økonomisk straf, hvis de stemmer ja til klimaaftalen. Klimaaftalen er bindende, eftersom rederierne - som i dag globalt er sluppet for stram klimaregulering - skal overholde den, hvis de vil lægge til havn i lande, som er medlem af FN's søfartsorganisation. Det endelige mål er, at søfarten er klimaneutral omkring år 2050 og altså på det tidspunkt har stoppet forureningen. Ved afstemningen fredag skal to ud af tre afgivne stemmer bakke op, før aftalen godkendes. Hvert land har én stemme uanset størrelse.",https://www.dr.dk/nyheder/viden/klima/forhandlinger-om-global-klimaskat-udskydes-til-i-morgen,DR,denmark,2
2025-05-18,Forsvarsakademiets pres til selvcensur underminerer eksperternes troværdighed,"Din browser understøtter ikke afspilning af lyd. Du kan downloade den oplæste artikel i stedet. Det er i øjeblikket ikke muligt at afspille artiklen. Som gambler går man ikke fejl af at satse på det danske forsvars veludbyggede evne til aggressivt at skyde sig selv i foden. Senest beskriver Berlingske, hvordan Forsvarsakademiets eksperter føler sig presset til selvcensur, når de udtaler sig til pressen om regeringens politik og Forsvarets evner og kapaciteter. Der er ikke givet klare ’hold så kæft’-ordrer, bevares, men der signaleres ovenfra, at ’nogen’ synes, at forskerne har for… Allerede abonnent?",https://www.information.dk/indland/leder/2025/11/forsvarsakademiets-pres-selvcensur-underminerer-eksperternes-trovaerdighed,Information,denmark,2
2025-05-06,Tak til de kolde hænder – I holder også kommunen varm,"Alt for ofte bliver den kommunale administration omtalt som sådan nogle bureaukrater, som man sagtens bare kan spare på. Men jeg synes, at det er på tide, at vi begynder at omtale dem med lidt mere respekt. Da overborgmesterkandidat i København, Pernille Rosenkrantz-Theil (S), kom med sit famøse forslag om at gøre daginstitutioner i Københavns gratis, pegede hun på en konkret finansiering: der skulle spares 800 millioner kroner på administration.",https://www.berlingske.dk/laesere/tak-til-de-kolde-haender--i-holder-ogsaa-kommunen-varm,Berlingske,denmark,2
2025-05-03,En kæmpe udfordring: 66 års borgmestererfaring siger farvel og tak,"Fem ud af ti midt- og vestjyske borgmestre genopstiller ikke til kommunalvalget i år. Borgmesterkæden skal rundt om nye halse i halvdelen af de midt- og vestjyske kommuner. Hele fem midt- og vestjyske borgmestre med mange års erfaring genopstiller nemlig ikke til kommunalvalget i år. Det er en stor udfordring for landsdelen, især når det gælder forbindelserne til Christiansborg, magtfulde positioner i diverse udvalg og et stort netværk. Det siger Jens Ringberg, politisk analytiker DR. - Midt- og Vestjylland kommer kommer til at miste en lang erfaring inden for den her særlige lobbyisme, som det også er at være borgmester og få ting sine ting ud fra Christiansborg og sine projekter igennem. Erik Flyvholm (V), Lemvig Kommune. Borgmester siden 2007 = 18 års erfaring. H.C. Østerby (S), Holstebro Kommune. Borgmester siden 2009 = 16 års erfaring. Peder Christian Kirkegaard (V), Skive Kommune. Borgmester siden 2013 = 12 års erfaring. Hans Østergaard (V), Ringkøbing-Skjern Kommune. Borgmester siden 2017 = otte års erfaring. Ulrik Wilbek (V), Viborg Kommune. Borgmester siden 2018 = syv års erfaring. En af dem, der tager borgmesterkæden af halsen, er Viborgs borgmester Ulrik Wilbek (V). Han har været borgmester siden 2018 og har altså haft to valgperioder i spidsen for kommunen. Viceborgmester i Viborg Kommune Mads Panny (S) kan se mange fordele i sin politiske kollegas anciennitet. - Han er en stor stjerne i Venstre. Det betyder jo, at han kan ringe til en vicestatsminister eller nogle af Venstres ministre. Og det er selvfølgelig af stor betydning for Viborg, fordi der bliver besluttet rigtigt meget i regeringen. - Så der er ingen tvivl om, at det selvfølgelig vil tage noget tid for den kommende borgmester at bygge nogle lige så tætte relationer op centralt, siger viceborgmester i Viborg Kommune Mads Panny (S). Han nævner, at selvom de ikke altid har været enige, har Ulrik Wilbek (V) fået sat Viborg Kommune på landkortet, blandt andet ved en afgørende betydning for events so",https://www.dr.dk/nyheder/politik/kommunalvalg/en-kaempe-udfordring-66-aars-borgmestererfaring-siger-farvel-og-tak,DR,denmark,2
2025-05-03,"Zohran Mamdanis politik er lige så idealistisk, som den er utopisk","I begyndelsen af sommeren, kort før det demokratiske primærvalg i New York, sad jeg på en af de mange smarte og propfyldte barer i Williamsburg. Jeg kunne ikke undgå at høre to veninder bag mig, der i et typisk amerikansk og insisterende toneleje snakkede om borgmestervalget, og hvad de mente ville blive en politisk revolution af New York. De spurgte tjenere og andre gæster, hvem de havde tænkt sig at stemme på, mens de sippede et glas naturvin til overpris. Og så klappede de, hver gang der blev svaret – for alle svarede, at de ville stemme på Zohran Mamdani. Det er ikke svært at forstå, hvorfor Mamdani vækker sympati. Han er karismatisk, belæst og charmerende, og så er han aldrig hverken kedelig eller kynisk. Hver en sætning fra ham lyder allerede som en replik fra en dokumentarfilm om USA’s nye politiske håb. Han er drømmen om det liberale New York, der kan leve i ro og mag og med skyklapper for Trumps USA. For Mamdani »har den«, som Information for nylig formulerede det i en leder. Dette ubestemmelige noget, der får os til at tro på, at amerikansk politik igen kan have hæderlige mennesker i front. Men Mamdani og hans vælgere dækker over et mere kompliceret billede, og måske et mere skuffende et. For New York er blevet et tilflugtssted for den skinhellige amerikanske venstrefløj – og med deres dobbeltmoral risikerer de at rive alt det ned, typer som Bernie Sanders har bygget op. Mamdani er en politisk novice, der, meget lig Trump, er kommet til indflydelse gennem sine forbindelser. Han har fået det bedste fra begge verdener af sine forældre. Kulturelitens kærlighed fra sin filminstruktør-mor og de intellektuelles gunst fra sin Ivy League-professor-far. Men han har ikke meget erfaring med, hvordan man faktisk flytter og forvalter magt. Han planlægger at finansiere sin politik ved at hæve skatterne for de allerrigeste. Et nobelt og meget ambitiøst udgangspunkt, som hurtigt mødte kritik. For eksempel for ikke at medregne, at der jo nok er nogen, der flytter, hvis man",https://www.information.dk/debat/2025/11/zohran-mamdanis-politik-lige-saa-idealistisk-utopisk,Information,denmark,2
2025-03-18,Politiet: Psykisk syge skal ikke mødes af politiuniformer,"På ti år er antallet af tvangsindlæggelser næsten fordoblet i Sydøstjyllands Politi, og det er ingen tjent med, mener politiet. Når du ser en politibil med udrykning, er det slet ikke sikkert, at den er på vej til et indbrud, et overfald eller en færdselsulykke. For psykisk syge mennesker, der skal tvangsindlægges, fylder mere og mere i politiets statistikker. Både på landsplan og ikke mindst i Nordjylland og Sydøstjylland. På ti år er antallet af tvangsindlæggelser nemlig fordoblet i de to politikredse, så Sydøstjyllands Politi sidste år havde flest tvangsindlæggelser blandt landets 12 politikredse med 616. Det viser tal fra Rigspolitiet. - Jeg tænker, det er rigtig trist, at vi har et samfund, hvor så stor en udvikling kan få lov at ske, siger politiinspektør Michael Weiss fra Sydøstjyllands Politi. DR har talt med Simone Sandholdt, der har rigtig mange tvangsindlæggelser, og hun fortæller, at det gør hende mere syg, hver gang, der er politi og tvang involveret. Det er Michael Weiss enig i. - Det her tøj (politiets uniform, red.) er jo ikke det, man skal møde en syg patient med. Den uddannelse og baggrund, vi har, er måske ikke lige den helt rigtige til at håndtere psykisk syge eller sårbare personer med. Det skal nødigt være sådan, at vores deltagelse i det her, som jo er et sikkerhedsperspektiv, skal gøre det værre for de her mennesker, for det har de slet, slet ikke brug for, siger Michael Weiss. Derfor er politiet også i dialog med kommuner og regioner om udfordringen. - Vi har gode og konstruktive dialoger med alle dem, der er involveret i det her. Det er ikke til gavn for nogen, at det er politiet, der skal være så offensive på det område. Jeg tror bestemt ikke, at der nogen, der synes, det er godt for det videre behandlingsforløb, siger Michael Weiss. I Sydøstjyllands Politi kørte politiet sidste år ud til 616 tvangsindlæggelser, og det arbejde lægger beslag på mange ressourcer hos politiet. - Det er ikke lige som et værtshusslagsmål, hvor det er ind og ud,",https://www.dr.dk/nyheder/politik/kommunalvalg/politiet-psykisk-syge-skal-ikke-moedes-af-politiuniformer,DR,denmark,2
2025-03-13,"Morgenpost fra Europa: Nej, der er ikke indført en grænse for, hvor hurtigt du må gå i Slovakiet","En ny trafiklov har fået folk på internettet til at gøre grin med slovakkerne. Slovakiske politikere har gjort klogt i at holde sig fra sociale medier den seneste uge. Internettet er gået i selvsving med latterliggørelser af en ny trafiklov fra Slovakiet, som begrænser fodgængeres hastighed til seks kilometer i timen. Jeg forestiller mig, at det var lige præcis dette den tyske filosof Oswald Spengler henviste til, da han i 1918 forudså den europæiske kulturs endeligt i Untergang des Abendlandes. Der er bare et problem; historien passer ikke. Morgenpost fra Europa runder også årsdagen for dødsulykken i Serbiens næststørste by Novi Sad. I 16 minutter stod titusindvis af serbere skulder ved skulder i absolut tavshed. Et minut for hver eneste person, der mistede livet, da et 48 meter langt betontag kollapsede ned over dem for et år siden. Mine kollegaer var med til mindehøjtideligheden. Det slovakiske parlament godkendte tirsdag en lov, som begrænser blandt andet cykler og el-løbehjuls hastighed på fortove, så de ikke kører hurtigere, end folk går, i et forsøg på at forbedre fodgængernes sikkerhed. En sådan lov, om at cykler og el-løbehjul ikke må køre hurtigere, end folk går, kræver naturligvis en lovmæssig definition af en gennemsnitlig ganghastighed. Her er man blevet enige om seks kilometer i timen, og det er altså blevet hastighedsgrænsen for cykler og el-løbehjul på fortove. Men det er der mange på internettet, der har misforstået. For kan det virkelig passe, at man ikke må løbe efter bussen? - Flere medier har forbundet de seks km/t med regler for fodgængere. Jeg må understrege, at det ikke er tilfældet, siger vicekommissær i det slovakiske politi Rastislav Polakovič. - Reglerne gælder personer, der bruger rulleskøjter, løbehjul, skateboards eller ski, eller andet lignende sportsudstyr, samt cyklister under ti år. Hastighedsmålingen bør foretages på disse. Loven, der altså begrænser f.eks. el-løbehjuls hastighed på fortove og ikke regulerer, hvor hurtigt man må g",https://www.dr.dk/nyheder/udland/eu/morgenpost-fra-europa-nej-der-er-ikke-indfoert-en-graense-hvor-hurtigt-du-maa-gaa-i-slovakiet,DR,denmark,2
2025-03-09,"Video: Da forældrene hentede deres børn i vuggestuen, præsenterede vi dem for nye pædagog-tal","39 pct. af de voksne, der passer børnene i landets daginstitutioner, har ikke en pædagogisk uddannelse. Det viser tal fra pædagogernes fagforening, Bupl, og Danmarks Statistik. Men hvad siger forældrene? Vi troppede op foran et dagtilbud i Aarhus og spurgte dem.",https://jyllands-posten.dk/indland/ECE18701364/video-da-foraeldrene-hentede-deres-boern-i-vuggestuen-praesenterede-vi-dem-for-nye-paedagogtal/?fp-exp=60740012&fp-alg=607400121,Jyllands-Posten,denmark,2
2025-02-24,"Gennembrud: Forskning åbner for, at homoseksuelle par kan få biologiske børn sammen","Et hold forskere fra Oregon er lykkedes med at befrugte æg, der har DNA fra hudceller. Amerikanske forskere har for første gang modificeret menneskelige ægceller med arvemateriale fra hudceller – et gennembrud, der potentielt kan revolutionere fertilitetsbehandling. Nybruddet åbner nemlig eksempelvis for muligheden for, at børn i fremtiden kan få DNA fra to biologiske fædre, eller at kvinder uden æg kan blive mødre. Forskningen er dog ikke helt så langt endnu. Man mangler stadig at få styr på sammensætningen af kromosomer i æggene. Forskerne fra Oregon Health and Science University i USA har udgivet det nye studie i tidsskriftet Nature Communications. Metoden, de har brugt, bygger på den teknik, der i 1990’erne gjorde det muligt at klone fåret Dolly. Dengang fjernede skotske forskere arvematerialet fra et fårs ægceller og erstattede det med arvematerialet fra en almindelig kropscelle fra et andet får. Ægget blev derefter stimuleret til at dele sig, som om det var blevet befrugtet, og udviklede sig til Dolly – en genetisk kopi af donorfåret. I det nye forsøg med menneskeceller har de amerikanske forskere skiftet kernen i ægceller ud med en kerne fra hudceller. Ifølge Karin Lykke-Hartmann, som er professor på Aarhus Universitet, hvor hun forsker i reproduktion, er der tale om et nybrud - men med forbehold. - Det, de har vist, er, at man i teorien kan bruge den her Dolly-teknik på mennesker, men i praksis virker det ikke endnu, siger hun. Ægcellerne var nemlig ikke levedygtige. Hudceller indeholder 46 kromosomer, hvor ægceller og sædceller kun har 23 hver. I forsøget lykkedes det forskerne at reducere antallet af kromosomer efter overførsel af arvematerialet fra en hudcelle til et æg, men sammensætningen af de 23 tilbageværende kromosomer var forkert i alle undersøgte æg. Dette førte til delte æg med det forkerte antal og den forkerte fordeling af kromosomer. Derfor nåede under ti procent af de 82 æg, de skabte, det stadie, hvor æg, skabt gennem fertilitetsbehandling, ",https://www.dr.dk/nyheder/viden/gennembrud-forskning-aabner-homoseksuelle-par-kan-faa-biologiske-boern-sammen,DR,denmark,2
2025-02-21,Region vil lokke læger til udkantskommuner med milliongulerod,"I Region Sjælland får nye læger i 2026 tilskud til at åbne en klinik og lønsikring, hvis de har få patienter. Praktiserende læger kan fremover få over en million kroner i støtte fra Region Sjælland, hvis de åbner en praksis i en af de kommuner, hvor der er størst mangel på læger. Det er en del af en ny tilskudsordning, som Region Sjælland tirsdag beskriver i en pressemeddelelse. Op til 1.250.000 kroner kan en læge få for at slå sig ned i kommuner som Lolland, Odsherred og Slagelse. Det gælder for 9 kommuner ud af de i alt 17 i regionen. Eksisterende klinikker kan også få tilskud til at udvide med en eller flere læger, og samtidig får nye læger lovning på et beløb svarende til 1100 patienter, hvis de har få patienter. Håbet er, at man kan lokke flere praktiserende læger til at søge væk fra de største byer i landet. - Vi vil gøre alt, hvad vi kan, for at få flere praktiserende læger. Jeg håber, at denne økonomiske gulerod er med til at overbevise dem, der overvejer at blive praktiserende læge i Region Sjælland, siger regionsrådsformanden Trine Birk Andersen (S) i en pressemeddelelse. Det er målet i Region Sjællands budgetaftale for næste år, at der i løbet af 2026 skal komme 56 flere læger til regionen. Samtidig vil regionen også have flere af de nuværende praktiserende læger til at blive længere på arbejdsmarkedet. Klinikker med læger over 63 år får derfor et tilskud. Foruden kommunerne Lolland, Odsherred og Slagelse er det også i Kalundborg, Næstved, Guldborgsund, Vordingborg, Greve og Stevns kommuner, at nye læger kan få guleroden på over en million kroner. Pengene kommer fra en aftale mellem regeringen og Danske Regioner. Den handler om, hvordan sundhedsreformen fra 2024 skal implementeres. Et af de store temaer i reformen er, at det nære sundhedsvæsen i Danmark skal forbedres. Det skal et øget antal praktiserende læger hjælpe med. Samtidig skal sundhedsvæsnet være mere lige, har partierne bag reformen sagt. Men det er noget af en opgave, for det har vist sig at v",https://jyllands-posten.dk/indland/ECE18706263/region-vil-lokke-laeger-til-udkantskommuner-med-milliongulerod/?fp-exp=60320002&fp-alg=603200020,Jyllands-Posten,denmark,2
2025-01-15,"Interstellar-komet bliver ved med at overraske forskere: 'Men usandsynligt, at det er aliens'","I næste måned skal en ESA-rumsonde observere og muligvis gøre os klogere på objektet 3I/ATLAS, der lige nu passerer gennem vores solsystem med svimlende hastighed. Vores solsystem har lige nu besøg af en gæst fra en anden verden - og den har fanget astrofysikeres opmærksomhed over hele kloden. Der er tale om objektet 3I/ATLAS, der lige nu bevæger sig gennem vores solsystem. Det er det tredje såkaldte interstellart objekt, vi har opdaget. Det vil sige et objekt, der bevæger sig mellem stjernerne og ikke holder til i et solsystem. ESA, Den Europæiske Rumorganisation, vil i næste måned anvende deres rumsonde JUICE, der er på vej mod Jupiter, til at observere objektet nærmere. På nuværende tidspunkt har vi kun billeder fra blandt andet Hubble-rumteleskopet, der viser et lille lysende punkt, og derfor ved vi ikke meget om objektet. Men ud fra analyser vurderer forskere, at det er en interstellar-komet. Og en usædvanlig en af slagsen. - Den er langt hurtigere og større end de to andre objekter, der har været forbi. Men vi har jo kun de to at sammenligne med, siger astrofysiker og leder af Rundetaarns Observatorium Christina Toldbo. 3I/ATLAS er den tredje i rækken af himmellegemer fra fremmede solsystemer, som vi har opdaget. I 2019 opdagede forskere objektet, som har fået navnet 2I/Borisov. Der var ikke nogen tvivl om, at objektet var en komet. Det første interstellare Oumuamua, som blev opdaget med et teleskop på Hawaii i 2017, var en kæmpe sensation fordi man indtil da ikke regnede med, at der kom kometer fra andre solsystemer på besøg. Også her kom Avi Loeb på banen med en alien-teori på grund af kometens specielle form. Men langt de fleste forskere hælder til, at den er et naturligt objekt. Det kan du læse mere om her. På billedet ses en kunstners illustration af Oumuamua. Opdagelsen har blandt andet ført til en kontroversiel teori fra Harvard-professoren Avi Loeb. Han mener, der er 30 til 40 procent sandsynlighed for, at 3I/ATLAS ikke er et naturligt objekt. I stedet",https://www.dr.dk/nyheder/viden/teknologi/interstellar-komet-bliver-ved-med-overraske-forskere-men-usandsynligt-det-er-aliens,DR,denmark,2
2025-01-14,Northside laver kovending: Kød er tilbage på menuen,"Det var en ""stor fejl"", da den aarhusianske festival i 2022 traf valget om kun at servere plantebaseret mad - uden at spørge gæsterne først, lyder erkendelsen i dag. Svampe, kikærter, vegetarbøffer og plantebaseret kebab. Det blev virkeligheden for mange festivalgængere, da Northside for tre år siden besluttede sig for at indføre 100 procent plantebaseret mad og droppe kødet. Men nu er festivalen vendt på en tallerken. - Vi har valgt at lytte til gæsterne og beklager, at vi ikke inddrog dem fra starten af. Og vi har aldrig haft en intention om at udelukke bestemte gæster. Derfor vil man fra næste år kunne finde kød og fisk på menuen igen, siger festivalchef på Northside, Brian Nielsen. Det grønne eksperiment gik ikke stille for sig, da beslutningen blev truffet i 2022,og i dag får festivalen stadig kommentarer på sociale medier fra folk, der ikke vil deltage, fordi de ikke serverer kød. - Det skabte jo nærmest en national diskussion om, hvorvidt vi kunne tillade os at gøre det. Og vi får stadig kritik for beslutningen, selvom det er tre år siden, siger Brian Nielsen. Og så er det gået udover billetsalget, erkender han: - I forbindelse med kritikken har vi lavet nogle analyser, der viser, at op imod hver tredje potentielle festivalgæst dropper festivalen, fordi vi ikke serverer kød. Det er bare ikke optimalt, og derfor har vi nu erkendt, at vi har begået en stor fejl, og at vi skal ændre kurs, siger Brian Nielsen. Northside Festivals debut på den danske festivalscene var en endagsfestival i 2010 med plads til 5.000 mennesker. Siden da har festivalen udviklet sig til en tre dage lang begivenhed med både danske og internationale kunstnere. Efter en udsolgt udgave af NorthSide i 2017 med 40.000 gæster, valgte man året efter både at udvide pladsen samt at skære kapaciteten ned til 35.000. I 2022 flyttede Northside Festival placering fra Ådalen til Eskelunden i udkanten af Aarhus. Det var også året, hvor menuen for første gang var plantebaseret. Næste år er Northside Fest",https://www.dr.dk/nyheder/indland/northside-laver-kovending-koed-er-tilbage-paa-menuen,DR,denmark,2
2025-01-12,"Svend og Trine fra Næstved savner en ung læge: ’Ikke i orden, hvis ventetiden bliver længere for os’","Trods tiltag som en lønbonus på 3.000 kroner mangler Region Sjælland stadig unge læger. 3.000 kroner ekstra i løn hver måned - og kommende busser til og fra arbejde. Det er nogle af de tiltag, Region Sjælland satser på for at tiltrække nye unge praktiserende læger. For ifølge nye tal mangler der stadig unge praktiserende læger i regionen, som i år har slået 80 stillinger op, men 32 stillinger blev ikke besat. Det er især i udkanten af regionen og byerne Næstved, Vordingborg og Nykøbing Falster, hvor lægerne mangler. Og et af de steder, der ikke har fået en ung praktiserende læge, er i Mette Storgaards klinik midt på gågaden i Næstved. Hun skulle ellers have haft en ung læge ansat fra 1. november i en såkaldt hoveduddannelsesstilling, som unge læger skal have for at blive praktiserende læger. Når læger skal uddanne sig til praktiserende læge, skal de søge en hoveduddannelsesstilling, som regionerne slår op. Stillingen består af en ansættelse på både en konkret lægeklinik og et konkret hospital og varer 4,5 år. Men nu står stolen tom, og konsekvensen er klar for både hende og klinikkens 4.800 patienter: - Jeg kommer til at løbe stærkere, og det betyder mere ventetid for mine patienter. Det er rigtig trist. Og på sigt kan det også betyde, at der ikke er læger til at tage over efter hende og kollegaerne i klinikken, når de engang skal på pension. - Hvem skal så passe patienterne, når vi ikke er her mere? Trine Meinertsen er patient i klinikken og bor i Fensmark lidt uden for Næstved. Hun er skiftet til netop denne klinik, fordi hun tidligere havde svært ved at få tid hos sin gamle lægeklinik. Derfor kalder hun det ærgerligt, at unge læger ikke vil til Næstved, og at hun dermed kan risikere at skulle vente længere på en lægetid. - Når man har brug for at komme til lægen, så er det ikke rart i lang tid at gå med sin tvivl og sine nervøse tanker om, hvad det kan være. Derfor synes jeg ikke, det er i orden. Men det kan jo ikke få de unge læger til at komme herned alligevel.",https://www.dr.dk/nyheder/politik/kommunalvalg/svend-og-trine-fra-naestved-savner-en-ung-laege-ikke-i-orden-hvis-ventetiden-bliver-laengere-os,DR,denmark,2
2025-01-08,Dick Cheney levede et langt liv på den forkerte side af historien,"Din browser understøtter ikke afspilning af lyd. Du kan downloade den oplæste artikel i stedet. Det er i øjeblikket ikke muligt at afspille artiklen. Sidste år turnerede Dick Cheney rundt og førte valgkamp for Kamala Harris. En sort demokratisk kvinde fra Californien hånd i hånd med den mand, der engang blev betragtet som Det Republikanske Partis reaktionære yderpunkt. Årsagen var selvfølgelig Donald Trump. »Aldrig har et enkelt menneske udgjort så stor en trussel mod vores republik,« mente Dick Cheney. Få år forinden var ingen blevet overraskede over at høre Cheney selv omtalt i samme vendinger. Der var nemlig engang før Donald Trump, før Det Republikanske Partis autoritære vending, før det blev alvor for USA’s demokrati, hvor Dick Cheney var det store uhyre i venstrefløjens fortælling om Amerika. Som The New York Times bemærker i en nekrolog, skrev George W. Bush i sin selvbiografi Decision Points, at Cheney udmærket vidste, at han blev opfattet som »regeringens Darth Vader«. Tirsdag døde han, 84 år gammel. Hele Dick Cheneys liv har udspillet sig i og omkring Det Republikanske Parti. Som ung mand arbejdede han for Richard Nixon i Det Hvide Hus. Under Reagans år som præsident i 1980’erne var Cheney et af partiets toneangivende medlemmer af Repræsentanternes Hus, og som forsvarsminister for George Bush den ældre var han med til at indlede den første Golfkrig. I 1990’erne havde han en kort afstikker i den private sektor, mere præcist administrerende direktør i olieselskabet Halliburton. At det samme olieselskab senere skulle komme til at tjene bemærkelsesværdige milliardbeløb i forbindelse med Irakkrigen, har givet anledning til vedvarende spekulationer om Cheneys habilitet. Men Dick Cheneys absolut mest markante aftryk på nyere amerikansk historie – bevares, på verdenshistorien – var som vicepræsident for George W. Bush fra 2001. En usædvanligt magtfuld vicepræsident. Flere veteraner fra Bushs Hvide Hus har berettet, hvordan en lille kreds omkring Cheney og forsvars",https://www.information.dk/udland/dick-cheney-levede-langt-liv-paa-forkerte-side-historien,Information,denmark,2
